Image_Name,Total_Pests_Detected,Detected_Species,Infestation_Level
IP015000025.jpg,1,mole cricket,Low
IP015000034.jpg,1,mole cricket,Low
IP015000040.jpg,1,mole cricket,Low
IP015000048.jpg,1,mole cricket,Low
IP015000051.jpg,1,mole cricket,Low
IP015000112.jpg,1,mole cricket,Low
IP015000122.jpg,1,mole cricket,Low
IP015000135.jpg,1,mole cricket,Low
IP015000165.jpg,1,mole cricket,Low
IP015000196.jpg,1,mole cricket,Low
IP015000207.jpg,1,mole cricket,Low
IP015000247.jpg,1,mole cricket,Low
IP015000297.jpg,1,mole cricket,Low
IP015000301.jpg,1,mole cricket,Low
IP015000325.jpg,1,mole cricket,Low
IP015000340.jpg,1,mole cricket,Low
IP015000345.jpg,1,mole cricket,Low
IP015000368.jpg,1,mole cricket,Low
IP015000411.jpg,1,mole cricket,Low
IP015000413.jpg,1,mole cricket,Low
IP015000421.jpg,1,mole cricket,Low
IP015000433.jpg,1,mole cricket,Low
IP015000460.jpg,1,mole cricket,Low
IP015000496.jpg,1,mole cricket,Low
IP015000510.jpg,1,mole cricket,Low
IP015000573.jpg,1,mole cricket,Low
IP015000574.jpg,1,mole cricket,Low
IP015000593.jpg,1,mole cricket,Low
IP015000600.jpg,1,mole cricket,Low
IP015000619.jpg,1,mole cricket,Low
IP015000650.jpg,1,mole cricket,Low
IP015000719.jpg,1,mole cricket,Low
IP015000721.jpg,1,mole cricket,Low
IP015000746.jpg,1,mole cricket,Low
IP015000763.jpg,1,mole cricket,Low
IP015000765.jpg,1,mole cricket,Low
IP015000771.jpg,1,mole cricket,Low
IP015000869.jpg,1,mole cricket,Low
IP015000889.jpg,1,mole cricket,Low
IP015000935.jpg,1,mole cricket,Low
IP015000941.jpg,1,mole cricket,Low
IP015001004.jpg,1,mole cricket,Low
IP015001006.jpg,1,mole cricket,Low
IP015001202.jpg,1,mole cricket,Low
IP015001261.jpg,1,mole cricket,Low
IP015001284.jpg,1,mole cricket,Low
IP015001315.jpg,1,mole cricket,Low
IP015001317.jpg,1,mole cricket,Low
IP015001320.jpg,1,mole cricket,Low
IP015001331.jpg,1,mole cricket,Low
IP015001360.jpg,1,mole cricket,Low
IP015001369.jpg,1,mole cricket,Low
IP015001406.jpg,1,mole cricket,Low
IP015001490.jpg,1,mole cricket,Low
IP015001496.jpg,1,mole cricket,Low
IP015001556.jpg,1,mole cricket,Low
IP015001578.jpg,1,mole cricket,Low
IP015001579.jpg,1,mole cricket,Low
IP015001590.jpg,1,mole cricket,Low
IP016000020.jpg,3,wireworm,Low
IP016000090.jpg,1,wireworm,Low
IP016000115.jpg,1,wireworm,Low
IP016000167.jpg,1,wireworm,Low
IP016000213.jpg,1,wireworm,Low
IP016000220.jpg,1,wireworm,Low
IP016000234.jpg,2,wireworm,Low
IP016000282.jpg,1,wireworm,Low
IP016000285.jpg,0,None,Clean
IP016000371.jpg,4,wireworm,Moderate
IP016000406.jpg,1,wireworm,Low
IP016000452.jpg,2,"blister beetle, wireworm",Low
IP016000455.jpg,1,wireworm,Low
IP016000460.jpg,2,wireworm,Low
IP016000504.jpg,1,wireworm,Low
IP016000505.jpg,1,wireworm,Low
IP016000511.jpg,1,wireworm,Low
IP016000573.jpg,1,wireworm,Low
IP016000622.jpg,1,wireworm,Low
IP016000640.jpg,1,wireworm,Low
IP016000654.jpg,1,wireworm,Low
IP016000677.jpg,1,wireworm,Low
IP016000706.jpg,2,wireworm,Low
IP016000708.jpg,1,wireworm,Low
IP016000739.jpg,1,wireworm,Low
IP016000765.jpg,1,wireworm,Low
IP016000768.jpg,1,wireworm,Low
IP016000784.jpg,1,wireworm,Low
IP016000797.jpg,1,wireworm,Low
IP016000849.jpg,1,wireworm,Low
IP017000002.jpg,1,black cutworm,Low
IP017000023.jpg,1,black cutworm,Low
IP017000075.jpg,1,black cutworm,Low
IP018000072.jpg,1,black cutworm,Low
IP018000098.jpg,1,black cutworm,Low
IP018000168.jpg,1,black cutworm,Low
IP018000169.jpg,1,black cutworm,Low
IP018000253.jpg,1,black cutworm,Low
IP018000342.jpg,1,black cutworm,Low
IP018000392.jpg,1,black cutworm,Low
IP018000399.jpg,1,black cutworm,Low
IP018000412.jpg,1,black cutworm,Low
IP018000452.jpg,1,black cutworm,Low
IP018000463.jpg,1,black cutworm,Low
IP018000490.jpg,1,black cutworm,Low
IP018000575.jpg,1,black cutworm,Low
IP018000583.jpg,0,None,Clean
IP018000593.jpg,1,black cutworm,Low
IP018000632.jpg,0,None,Clean
IP018000713.jpg,1,black cutworm,Low
IP018000774.jpg,1,black cutworm,Low
IP018000779.jpg,1,black cutworm,Low
IP018000785.jpg,0,None,Clean
IP018000794.jpg,1,black cutworm,Low
IP019000001.jpg,1,black cutworm,Low
IP019000035.jpg,2,black cutworm,Low
IP019000131.jpg,0,None,Clean
IP019000144.jpg,1,black cutworm,Low
IP019000173.jpg,1,black cutworm,Low
IP019000214.jpg,2,black cutworm,Low
IP019000276.jpg,1,black cutworm,Low
IP019000307.jpg,1,black cutworm,Low
IP019000322.jpg,1,black cutworm,Low
IP019000425.jpg,1,black cutworm,Low
IP019000452.jpg,0,None,Clean
IP020000008.jpg,1,black cutworm,Low
IP020000012.jpg,0,None,Clean
IP020000020.jpg,0,None,Clean
IP020000065.jpg,1,Prodenia litura,Low
IP020000173.jpg,1,black cutworm,Low
IP020000224.jpg,0,None,Clean
IP020000243.jpg,0,None,Clean
IP020000259.jpg,1,black cutworm,Low
IP020000266.jpg,1,black cutworm,Low
IP020000309.jpg,0,None,Clean
IP020000315.jpg,0,None,Clean
IP020000357.jpg,1,yellow cutworm,Low
IP020000360.jpg,1,yellow cutworm,Low
IP020000386.jpg,0,None,Clean
IP021000037.jpg,2,"red spider, Papilio xuthus",Low
IP021000067.jpg,0,None,Clean
IP021000114.jpg,1,red spider,Low
IP021000138.jpg,1,red spider,Low
IP021000180.jpg,1,red spider,Low
IP021000188.jpg,1,red spider,Low
IP021000309.jpg,1,red spider,Low
IP021000311.jpg,1,red spider,Low
IP021000341.jpg,0,None,Clean
IP021000394.jpg,1,red spider,Low
IP021000427.jpg,2,"red spider, Papilio xuthus",Low
IP022000018.jpg,1,Prodenia litura,Low
IP022000147.jpg,1,corn borer,Low
IP022000182.jpg,1,corn borer,Low
IP022000201.jpg,1,corn borer,Low
IP022000251.jpg,1,corn borer,Low
IP022000270.jpg,1,corn borer,Low
IP022000278.jpg,1,corn borer,Low
IP022000280.jpg,1,corn borer,Low
IP022000288.jpg,1,corn borer,Low
IP022000313.jpg,1,corn borer,Low
IP022000320.jpg,1,corn borer,Low
IP022000332.jpg,1,corn borer,Low
IP022000333.jpg,1,corn borer,Low
IP022000346.jpg,1,corn borer,Low
IP022000362.jpg,1,corn borer,Low
IP022000520.jpg,1,corn borer,Low
IP022000670.jpg,0,None,Clean
IP022000733.jpg,0,None,Clean
IP022000751.jpg,1,corn borer,Low
IP022000755.jpg,0,None,Clean
IP022000795.jpg,0,None,Clean
IP022000797.jpg,0,None,Clean
IP022000969.jpg,2,corn borer,Low
IP022000993.jpg,1,corn borer,Low
IP022001042.jpg,1,corn borer,Low
IP022001086.jpg,1,corn borer,Low
IP022001461.jpg,0,None,Clean
IP022001603.jpg,1,corn borer,Low
IP022001609.jpg,0,None,Clean
IP022001628.jpg,0,None,Clean
IP023000098.jpg,2,army worm,Low
IP023000128.jpg,1,army worm,Low
IP023000340.jpg,1,rice leaf roller,Low
IP023000365.jpg,1,army worm,Low
IP023000438.jpg,1,beet army worm,Low
IP023000462.jpg,1,yellow cutworm,Low
IP023000634.jpg,0,None,Clean
IP023000654.jpg,0,None,Clean
IP023000678.jpg,0,None,Clean
IP023000766.jpg,1,army worm,Low
IP023000826.jpg,2,army worm,Low
IP023000954.jpg,1,flax budworm,Low
IP023000999.jpg,1,army worm,Low
IP023001064.jpg,0,None,Clean
IP024000059.jpg,1,aphids,Low
IP024000204.jpg,8,aphids,Severe
IP024000250.jpg,3,aphids,Low
IP024000259.jpg,1,aphids,Low
IP024000260.jpg,1,aphids,Low
IP024000322.jpg,0,None,Clean
IP024000370.jpg,1,aphids,Low
IP024000404.jpg,1,aphids,Low
IP024000427.jpg,2,aphids,Low
IP024000490.jpg,1,aphids,Low
IP024000558.jpg,7,aphids,Moderate
IP024000656.jpg,3,aphids,Low
IP024000732.jpg,1,aphids,Low
IP024000756.jpg,1,aphids,Low
IP024000786.jpg,1,aphids,Low
IP024000789.jpg,1,aphids,Low
IP024000872.jpg,1,aphids,Low
IP024000964.jpg,1,aphids,Low
IP024001042.jpg,1,aphids,Low
IP024001097.jpg,1,aphids,Low
IP024001194.jpg,1,aphids,Low
IP024001258.jpg,1,aphids,Low
IP024001305.jpg,1,Cicadellidae,Low
IP024001314.jpg,1,aphids,Low
IP024001412.jpg,1,aphids,Low
IP024001432.jpg,1,Cicadellidae,Low
IP024001433.jpg,2,"aphids, Cicadellidae",Low
IP024001451.jpg,1,aphids,Low
IP024001463.jpg,4,aphids,Moderate
IP024001501.jpg,1,aphids,Low
IP024001535.jpg,1,aphids,Low
IP024001608.jpg,2,aphids,Low
IP024001619.jpg,1,bird cherry-oataphid,Low
IP024001700.jpg,1,aphids,Low
IP024001779.jpg,3,aphids,Low
IP024001780.jpg,3,aphids,Low
IP024001876.jpg,1,aphids,Low
IP024001921.jpg,1,aphids,Low
IP024001972.jpg,1,aphids,Low
IP024002003.jpg,1,aphids,Low
IP024002512.jpg,1,aphids,Low
IP024002575.jpg,1,aphids,Low
IP024002607.jpg,2,aphids,Low
IP024002611.jpg,3,aphids,Low
IP024002645.jpg,1,aphids,Low
IP024002741.jpg,0,None,Clean
IP024002744.jpg,0,None,Clean
IP024002793.jpg,4,aphids,Moderate
IP024002811.jpg,1,aphids,Low
IP024002820.jpg,5,aphids,Moderate
IP024002840.jpg,6,aphids,Moderate
IP024002888.jpg,1,aphids,Low
IP024003003.jpg,1,aphids,Low
IP024003007.jpg,1,aphids,Low
IP024003183.jpg,1,aphids,Low
IP024003309.jpg,1,aphids,Low
IP024003334.jpg,1,aphids,Low
IP024003580.jpg,1,aphids,Low
IP024003609.jpg,3,aphids,Low
IP024003643.jpg,1,aphids,Low
IP024003743.jpg,1,aphids,Low
IP024003932.jpg,1,aphids,Low
IP025000013.jpg,1,Potosiabre vitarsis,Low
IP025000049.jpg,1,Potosiabre vitarsis,Low
IP025000063.jpg,1,Potosiabre vitarsis,Low
IP025000221.jpg,0,None,Clean
IP025000236.jpg,1,Potosiabre vitarsis,Low
IP025000245.jpg,1,Potosiabre vitarsis,Low
IP025000272.jpg,1,Potosiabre vitarsis,Low
IP025000343.jpg,1,Potosiabre vitarsis,Low
IP025000420.jpg,1,Potosiabre vitarsis,Low
IP025000437.jpg,1,Potosiabre vitarsis,Low
IP025000476.jpg,1,Potosiabre vitarsis,Low
IP025000484.jpg,1,Potosiabre vitarsis,Low
IP025000494.jpg,1,Potosiabre vitarsis,Low
IP025000564.jpg,2,Potosiabre vitarsis,Low
IP026000029.jpg,1,peach borer,Low
IP026000039.jpg,1,peach borer,Low
IP026000054.jpg,1,peach borer,Low
IP026000135.jpg,1,peach borer,Low
IP026000199.jpg,1,peach borer,Low
IP026000227.jpg,0,None,Clean
IP026000252.jpg,1,peach borer,Low
IP026000381.jpg,1,peach borer,Low
IP026000407.jpg,0,None,Clean
IP026000413.jpg,1,peach borer,Low
IP026000419.jpg,1,grub,Low
IP026000487.jpg,1,wireworm,Low
IP026000546.jpg,1,peach borer,Low
IP026000585.jpg,1,peach borer,Low
IP026000631.jpg,1,peach borer,Low
IP026000679.jpg,1,wireworm,Low
IP026000681.jpg,1,peach borer,Low
IP027000077.jpg,1,aphids,Low
IP027000081.jpg,0,None,Clean
IP027000175.jpg,2,"bird cherry-oataphid, english grain aphid",Low
IP027000299.jpg,1,aphids,Low
IP027000391.jpg,0,None,Clean
IP027000411.jpg,2,english grain aphid,Low
IP027000473.jpg,6,aphids,Moderate
IP027000522.jpg,0,None,Clean
IP027000577.jpg,0,None,Clean
IP028000035.jpg,0,None,Clean
IP028000125.jpg,1,aphids,Low
IP029000184.jpg,1,aphids,Low
IP029000397.jpg,0,None,Clean
IP029000451.jpg,1,aphids,Low
IP029000493.jpg,1,aphids,Low
IP029000520.jpg,1,english grain aphid,Low
IP030000154.jpg,1,wheat sawfly,Low
IP030000257.jpg,1,wheat blossom midge,Low
IP032000055.jpg,1,penthaleus major,Low
IP032000058.jpg,0,None,Clean
IP032000120.jpg,1,penthaleus major,Low
IP032000121.jpg,1,penthaleus major,Low
IP032000124.jpg,1,penthaleus major,Low
IP033000146.jpg,0,None,Clean
IP033000148.jpg,0,None,Clean
IP033000163.jpg,1,red spider,Low
IP033000206.jpg,0,None,Clean
IP034000040.jpg,1,wheat phloeothrips,Low
IP034000058.jpg,1,wheat phloeothrips,Low
IP034000131.jpg,1,grain spreader thrips,Low
IP034000226.jpg,1,wheat phloeothrips,Low
IP034000251.jpg,1,wheat phloeothrips,Low
IP034000280.jpg,1,wheat phloeothrips,Low
IP035000068.jpg,1,wheat sawfly,Low
IP035000089.jpg,1,wheat sawfly,Low
IP035000096.jpg,1,wheat sawfly,Low
IP035000136.jpg,1,wheat sawfly,Low
IP035000204.jpg,1,wheat sawfly,Low
IP035000213.jpg,1,wheat sawfly,Low
IP035000229.jpg,1,wheat sawfly,Low
IP035000269.jpg,0,None,Clean
IP035000280.jpg,0,None,Clean
IP035000288.jpg,1,wheat sawfly,Low
IP036000102.jpg,1,Beet spot flies,Low
IP036000113.jpg,0,None,Clean
IP037000040.jpg,0,None,Clean
IP037000093.jpg,1,Beet spot flies,Low
IP038000014.jpg,1,flea beetle,Low
IP038000143.jpg,1,flea beetle,Low
IP038000150.jpg,1,flea beetle,Low
IP038000163.jpg,1,flea beetle,Low
IP038000176.jpg,1,flea beetle,Low
IP038000198.jpg,1,flea beetle,Low
IP038000225.jpg,1,blister beetle,Low
IP038000256.jpg,1,flea beetle,Low
IP038000266.jpg,1,flea beetle,Low
IP038000380.jpg,1,flea beetle,Low
IP038000450.jpg,1,flea beetle,Low
IP038000453.jpg,2,flea beetle,Low
IP038000463.jpg,1,flea beetle,Low
IP038000478.jpg,1,flea beetle,Low
IP038000483.jpg,1,flea beetle,Low
IP038000511.jpg,1,flea beetle,Low
IP038000521.jpg,1,flea beetle,Low
IP038000536.jpg,1,flea beetle,Low
IP038000540.jpg,1,flea beetle,Low
IP038000563.jpg,1,flea beetle,Low
IP038000643.jpg,1,flea beetle,Low
IP038000665.jpg,1,flea beetle,Low
IP038000714.jpg,0,None,Clean
IP038000720.jpg,1,flea beetle,Low
IP039000005.jpg,0,None,Clean
IP039000049.jpg,1,cabbage army worm,Low
IP039000061.jpg,1,beet army worm,Low
IP039000121.jpg,1,black cutworm,Low
IP039000257.jpg,0,None,Clean
IP039000263.jpg,0,None,Clean
IP039000321.jpg,0,None,Clean
IP039000355.jpg,1,corn borer,Low
IP039000390.jpg,0,None,Clean
IP039000410.jpg,1,cabbage army worm,Low
IP039000492.jpg,1,Adristyrannus,Low
IP039000504.jpg,0,None,Clean
IP039000530.jpg,1,army worm,Low
IP039000542.jpg,1,black cutworm,Low
IP039000546.jpg,0,None,Clean
IP039000606.jpg,0,None,Clean
IP039000756.jpg,0,None,Clean
IP040000032.jpg,0,None,Clean
IP040000051.jpg,1,beet army worm,Low
IP040000055.jpg,1,beet army worm,Low
IP040000132.jpg,1,beet army worm,Low
IP040000143.jpg,0,None,Clean
IP040000157.jpg,1,corn borer,Low
IP040000164.jpg,1,beet army worm,Low
IP040000227.jpg,0,None,Clean
IP040000254.jpg,1,beet army worm,Low
IP040000264.jpg,1,beet army worm,Low
IP040000314.jpg,1,beet army worm,Low
IP040000327.jpg,0,None,Clean
IP040000355.jpg,0,None,Clean
IP040000373.jpg,0,None,Clean
IP040000410.jpg,0,None,Clean
IP040000422.jpg,0,None,Clean
IP040000462.jpg,1,beet army worm,Low
IP040000496.jpg,1,beet army worm,Low
IP040000614.jpg,1,beet army worm,Low
IP040000663.jpg,1,beet army worm,Low
IP040000744.jpg,1,beet army worm,Low
IP040000842.jpg,0,None,Clean
IP040000908.jpg,1,beet army worm,Low
IP040000943.jpg,1,Prodenia litura,Low
IP040001085.jpg,0,None,Clean
IP040001314.jpg,0,None,Clean
IP040001362.jpg,0,None,Clean
IP040001364.jpg,0,None,Clean
IP040001413.jpg,0,None,Clean
IP041000042.jpg,0,None,Clean
IP041000125.jpg,1,Beet spot flies,Low
IP041000246.jpg,1,Beet spot flies,Low
IP041000294.jpg,0,None,Clean
IP041000297.jpg,0,None,Clean
IP042000066.jpg,0,None,Clean
IP042000093.jpg,0,None,Clean
IP042000106.jpg,0,None,Clean
IP042000110.jpg,1,corn borer,Low
IP042000131.jpg,2,corn borer,Low
IP042000184.jpg,1,meadow moth,Low
IP042000187.jpg,1,corn borer,Low
IP043000004.jpg,1,beet weevil,Low
IP043000049.jpg,0,None,Clean
IP043000082.jpg,0,None,Clean
IP043000101.jpg,1,rice water weevil,Low
IP043000126.jpg,1,beet weevil,Low
IP043000178.jpg,0,None,Clean
IP043000200.jpg,0,None,Clean
IP043000261.jpg,1,beet weevil,Low
IP043000278.jpg,0,None,Clean
IP043000284.jpg,1,beet weevil,Low
IP044000037.jpg,1,sericaorient alismots chulsky,Low
IP044000056.jpg,0,None,Clean
IP044000075.jpg,1,flea beetle,Low
IP044000102.jpg,0,None,Clean
IP044000114.jpg,2,"Potosiabre vitarsis, sericaorient alismots chulsky",Low
IP044000161.jpg,1,sericaorient alismots chulsky,Low
IP045000073.jpg,0,None,Clean
IP045000087.jpg,2,alfalfa weevil,Low
IP045000122.jpg,0,None,Clean
IP045000219.jpg,1,rice water weevil,Low
IP045000283.jpg,0,None,Clean
IP045000489.jpg,0,None,Clean
IP046000045.jpg,1,flax budworm,Low
IP046000094.jpg,1,flax budworm,Low
IP046000114.jpg,0,None,Clean
IP046000210.jpg,1,Lawana imitata Melichar,Low
IP046000234.jpg,0,None,Clean
IP046000245.jpg,0,None,Clean
IP046000266.jpg,1,beet army worm,Low
IP046000271.jpg,1,Ampelophaga,Low
IP046000273.jpg,0,None,Clean
IP046000286.jpg,0,None,Clean
IP046000436.jpg,1,Adristyrannus,Low
IP046000446.jpg,1,army worm,Low
IP046000458.jpg,0,None,Clean
IP046000636.jpg,0,None,Clean
IP046000654.jpg,0,None,Clean
IP046000708.jpg,1,flax budworm,Low
IP046000788.jpg,0,None,Clean
IP046000806.jpg,1,meadow moth,Low
IP046000832.jpg,0,None,Clean
IP046000848.jpg,0,None,Clean
IP046000902.jpg,1,wireworm,Low
IP046000915.jpg,0,None,Clean
IP046000929.jpg,1,flax budworm,Low
IP046000985.jpg,0,None,Clean
IP046001007.jpg,1,flax budworm,Low
IP046001008.jpg,1,Adristyrannus,Low
IP046001036.jpg,1,beet army worm,Low
IP046001062.jpg,0,None,Clean
IP046001063.jpg,1,Adristyrannus,Low
IP047000032.jpg,1,Locustoidea,Low
IP047000085.jpg,1,alfalfa plant bug,Low
IP047000088.jpg,0,None,Clean
IP047000135.jpg,1,Miridae,Low
IP047000166.jpg,0,None,Clean
IP047000172.jpg,0,None,Clean
IP047000414.jpg,1,alfalfa plant bug,Low
IP047000430.jpg,0,None,Clean
IP047000431.jpg,1,tarnished plant bug,Low
IP047000462.jpg,1,tarnished plant bug,Low
IP047000473.jpg,0,None,Clean
IP047000511.jpg,1,alfalfa plant bug,Low
IP047000537.jpg,0,None,Clean
IP047000538.jpg,1,alfalfa plant bug,Low
IP047000547.jpg,1,Miridae,Low
IP047000594.jpg,1,Miridae,Low
IP048000040.jpg,1,tarnished plant bug,Low
IP048000048.jpg,1,tarnished plant bug,Low
IP048000054.jpg,1,Miridae,Low
IP048000060.jpg,1,tarnished plant bug,Low
IP048000164.jpg,1,tarnished plant bug,Low
IP048000198.jpg,1,tarnished plant bug,Low
IP048000221.jpg,0,None,Clean
IP048000311.jpg,1,tarnished plant bug,Low
IP048000316.jpg,1,tarnished plant bug,Low
IP048000345.jpg,1,tarnished plant bug,Low
IP048000476.jpg,0,None,Clean
IP048000561.jpg,0,None,Clean
IP048000565.jpg,1,tarnished plant bug,Low
IP048000576.jpg,1,Miridae,Low
IP048000577.jpg,1,tarnished plant bug,Low
IP048000607.jpg,1,Miridae,Low
IP048000622.jpg,1,Miridae,Low
IP048000657.jpg,1,tarnished plant bug,Low
IP048000659.jpg,1,tarnished plant bug,Low
IP048000679.jpg,1,Miridae,Low
IP048000688.jpg,1,Miridae,Low
IP048000697.jpg,1,Miridae,Low
IP048000704.jpg,0,None,Clean
IP048000818.jpg,0,None,Clean
IP049000019.jpg,1,Locustoidea,Low
IP049000096.jpg,1,Locustoidea,Low
IP049000233.jpg,1,Locustoidea,Low
IP049000291.jpg,1,Locustoidea,Low
IP049000313.jpg,1,Miridae,Low
IP049000317.jpg,1,aphids,Low
IP049000330.jpg,1,Miridae,Low
IP049000361.jpg,0,None,Clean
IP049000381.jpg,1,Locustoidea,Low
IP049000403.jpg,1,Locustoidea,Low
IP049000420.jpg,0,None,Clean
IP049000432.jpg,1,Miridae,Low
IP049000481.jpg,1,Locustoidea,Low
IP049000504.jpg,1,tarnished plant bug,Low
IP049000588.jpg,1,Miridae,Low
IP049000592.jpg,1,Locustoidea,Low
IP049000606.jpg,1,Locustoidea,Low
IP049000613.jpg,1,Locustoidea,Low
IP049000623.jpg,1,Miridae,Low
IP049000664.jpg,0,None,Clean
IP049000725.jpg,1,Miridae,Low
IP049000802.jpg,1,Locustoidea,Low
IP049000821.jpg,1,Locustoidea,Low
IP049000836.jpg,1,Locustoidea,Low
IP049000846.jpg,1,Miridae,Low
IP049000878.jpg,2,Locustoidea,Low
IP049000896.jpg,1,Locustoidea,Low
IP049000914.jpg,1,Locustoidea,Low
IP049000973.jpg,0,None,Clean
IP049001029.jpg,0,None,Clean
IP049001092.jpg,1,Locustoidea,Low
IP049001100.jpg,1,Locustoidea,Low
IP049001169.jpg,0,None,Clean
IP049001212.jpg,1,Locustoidea,Low
IP049001237.jpg,0,None,Clean
IP049001329.jpg,0,None,Clean
IP049001357.jpg,0,None,Clean
IP050000065.jpg,1,lytta polita,Low
IP050000085.jpg,1,lytta polita,Low
IP050000111.jpg,1,legume blister beetle,Low
IP050000123.jpg,1,blister beetle,Low
IP050000127.jpg,1,blister beetle,Low
IP050000210.jpg,2,blister beetle,Low
IP050000251.jpg,1,blister beetle,Low
IP050000272.jpg,1,legume blister beetle,Low
IP050000293.jpg,1,blister beetle,Low
IP050000319.jpg,0,None,Clean
IP050000336.jpg,0,None,Clean
IP050000341.jpg,0,None,Clean
IP050000350.jpg,1,blister beetle,Low
